DRR091839_1.mature	DRR091842_1.mature	DRR091837_1.mature	DRR091838_1.mature	DRR091840_1.mature	DRR091848_1.mature	DRR091841_1.mature	DRR091847_1.mature	DRR091844_1.mature	DRR091849_1.mature	DRR091845_1.mature	DRR091846_1.mature	DRR091843_1.mature
hsa-miR-1290	0	0.218382154324236	0	0	0	3.52750894845397	0.171268460533077	0.245464405111941	0	0.675886314965934	0	0.417979736305447	0
hsa-miR-3688-3p	0.0838602103421173	0.436764308648471	0	0.152199945576094	0.207397212799736	0.783890877434216	0.256902690799616	1.22732202555971	0.352190204277556	0.540709051972747	0.287937972048953	1.04494934076362	0.0971163446332316
hsa-miR-4802-5p	0.167720420684235	0.109191077162118	0.171246645623121	0.228299918364141	0.414794425599472	0.522593918289478	0.856342302665385	0.736393215335823	0.0880475510693891	0.40553178897956	0.431906958073429	0.208989868152724	0.194232689266463
hsa-miR-1273g-5p	0.251580631026352	0.327573231486353	0.0856233228115607	0.152199945576094	0.207397212799736	0.130648479572369	0.428171151332693	2.45464405111941	0.176095102138778	0.270354525986373	0.719844930122382	0	0.291349033899695
hsa-miR-5687	0	0	0.256869968434682	0.0760999727880469	0.103698606399868	2.61296959144739	0.342536921066154	0	0	0.40553178897956	0	1.25393920891634	0.0971163446332316
hsa-miR-95-5p	0.587021472394821	0	0	0.0760999727880469	0.103698606399868	0	0.428171151332693	3.43650167156717	0.264142653208167	0.270354525986373	0.143968986024476	0	0.388465378532927
hsa-miR-194-3p	0.251580631026352	0.109191077162118	0.171246645623121	0.0760999727880469	0.207397212799736	0.653242397861847	0.256902690799616	0	0.264142653208167	0.946240840952307	0.287937972048953	0.626969604458171	0.58269806779939
hsa-miR-1264	0.167720420684235	0	0.171246645623121	2.05469926527727	0.414794425599472	0.130648479572369	0	0	0	0	0	0	0.194232689266463
hsa-miR-4508	0.0838602103421173	0.109191077162118	0.171246645623121	0	0.103698606399868	0	0.256902690799616	5.15475250735076	0.0880475510693891	0	0.575875944097906	0.626969604458171	0.0971163446332316
hsa-miR-548at-5p	0	0.109191077162118	0	0.304399891152188	0.207397212799736	1.30648479572369	0.428171151332693	0	0.616332857485724	0.540709051972747	0.143968986024476	0.208989868152724	0.291349033899695
hsa-miR-6514-5p	0.419301051710587	0.327573231486353	0.171246645623121	0.304399891152188	0.414794425599472	0.653242397861847	0.256902690799616	0	0.528285306416335	0.135177262993187	0.143968986024476	0.417979736305447	0.194232689266463
hsa-miR-939-5p	0.251580631026352	0.327573231486353	0.0856233228115607	0.0760999727880469	0	0	0.0856342302665385	1.22732202555971	0.264142653208167	1.08141810394549	0.575875944097906	0	0.776930757065853
hsa-miR-548l	0	0.764337540134825	0.171246645623121	0.304399891152188	0.103698606399868	0.522593918289478	0.171268460533077	0.490928810223882	0.264142653208167	0.540709051972747	0.143968986024476	0	0.679814412432621
hsa-miR-3130-3p	0.167720420684235	0.218382154324236	0.599363259680925	0.380499863940235	0.51849303199934	0	0.513805381599231	0.245464405111941	0.352190204277556	0.135177262993187	0.575875944097906	0	0
hsa-miR-3173-5p	0.587021472394821	0.218382154324236	0.0856233228115607	0.228299918364141	0.103698606399868	0.130648479572369	0.342536921066154	0.245464405111941	0.440237755346946	0.135177262993187	0.575875944097906	0.417979736305447	0.485581723166158
hsa-miR-1273d	0	0.436764308648471	0.0856233228115607	0.228299918364141	0.103698606399868	0.261296959144739	0.171268460533077	1.96371524089553	0.352190204277556	0.135177262993187	0.287937972048953	0.626969604458171	0.58269806779939
hsa-miR-4786-5p	0.503161262052704	0.109191077162118	0.342493291246243	0.380499863940235	0.725890244799075	0.261296959144739	0.0856342302665385	0.245464405111941	0.264142653208167	0.135177262993187	0.143968986024476	0.208989868152724	0.388465378532927
hsa-miR-1273f	0.0838602103421173	0.218382154324236	0.171246645623121	0	0.414794425599472	0.261296959144739	0.0856342302665385	2.20917964600747	0.440237755346946	0.270354525986373	0.719844930122382	0.835959472610895	0
hsa-miR-548ay-3p	0	0.764337540134825	0	0.0760999727880469	0.103698606399868	0.914539357006586	0.856342302665385	0.490928810223882	0.352190204277556	0	0.431906958073429	0.208989868152724	0.0971163446332316
hsa-miR-1185-2-3p	0.0838602103421173	0.655146462972707	0.342493291246243	0.152199945576094	0	0.391945438717108	0.428171151332693	0.245464405111941	0.440237755346946	0.40553178897956	0.143968986024476	0.208989868152724	0.388465378532927
hsa-miR-675-5p	0.335440841368469	0	0.0856233228115607	0.152199945576094	0.103698606399868	0.130648479572369	0.0856342302665385	1.47278643067165	0.176095102138778	2.16283620789099	0.143968986024476	0	0.0971163446332316
hsa-miR-190b	0	0.436764308648471	0	0.380499863940235	0	0.914539357006586	0.342536921066154	0	0.0880475510693891	0.675886314965934	0.719844930122382	0.626969604458171	0.194232689266463
hsa-miR-3174	0	0.655146462972707	0.171246645623121	0.228299918364141	0.103698606399868	0.914539357006586	0.171268460533077	0	0.440237755346946	0.81106357795912	0	0.208989868152724	0.291349033899695
hsa-miR-3938	0.419301051710587	0.109191077162118	0.599363259680925	0.608799782304375	0.414794425599472	0	0.256902690799616	0.245464405111941	0.264142653208167	0	0.143968986024476	0	0.291349033899695
hsa-miR-4423-5p	0	0	0.171246645623121	0	0.207397212799736	2.48232111187502	0	0	0.0880475510693891	0	0.287937972048953	2.08989868152724	0
hsa-miR-6754-3p	0.167720420684235	0.327573231486353	0.0856233228115607	0.0760999727880469	0.207397212799736	0.130648479572369	0.256902690799616	1.96371524089553	0.0880475510693891	0	1.29572087422029	0.835959472610895	0.0971163446332316
hsa-miR-1912	0.251580631026352	0	0.0856233228115607	1.67419940133703	0.207397212799736	0	0.0856342302665385	0	0	0	0	0	0.58269806779939
hsa-miR-4662b	0.670881682736938	0.109191077162118	0.256869968434682	0.228299918364141	0.103698606399868	0.391945438717108	0.256902690799616	0.490928810223882	0.440237755346946	0.135177262993187	0.143968986024476	0	0.388465378532927
hsa-miR-6810-3p	0.167720420684235	0.109191077162118	0.256869968434682	0.304399891152188	0	0.130648479572369	0.59943961186577	0	0.0880475510693891	0	0.863813916146859	0.626969604458171	0.679814412432621
hsa-miR-16-1-3p	0.670881682736938	0.109191077162118	0.256869968434682	0.228299918364141	0.103698606399868	0.391945438717108	0.342536921066154	0.490928810223882	0.0880475510693891	0.270354525986373	0.143968986024476	0.626969604458171	0.194232689266463
hsa-miR-496	0.251580631026352	0.873528617296943	0.171246645623121	0.532699809516328	0.103698606399868	0.653242397861847	0.171268460533077	0.245464405111941	0.176095102138778	0.135177262993187	0	0.208989868152724	0.0971163446332316
hsa-miR-219b-5p	0	0.764337540134825	0.342493291246243	0.152199945576094	0.311095819199604	0.653242397861847	0.171268460533077	0.245464405111941	0.176095102138778	0.135177262993187	0.287937972048953	0.417979736305447	0.291349033899695
hsa-miR-4787-3p	0.251580631026352	0.218382154324236	0.428116614057803	0.228299918364141	0.311095819199604	0.130648479572369	0.256902690799616	0.245464405111941	0.0880475510693891	0.270354525986373	0.143968986024476	1.25393920891634	0.291349033899695
hsa-miR-6816-5p	0	0	0	0	0	0	0	3.43650167156717	0	0	0	4.17979736305447	0
hsa-miR-6859-5p	0.0838602103421173	0.109191077162118	0.513739936869364	0.0760999727880469	0.311095819199604	0.522593918289478	0.428171151332693	0	0.264142653208167	0.81106357795912	0.143968986024476	0.208989868152724	0.194232689266463
hsa-miR-511-3p	0.503161262052704	0.436764308648471	0.0856233228115607	0.380499863940235	0.207397212799736	0.261296959144739	0.0856342302665385	0.245464405111941	0.176095102138778	0.270354525986373	0.143968986024476	0.208989868152724	0.485581723166158
hsa-miR-545-3p	0.167720420684235	0.109191077162118	0	0.228299918364141	0.414794425599472	0.130648479572369	0.513805381599231	0.490928810223882	0	1.75730441891143	0.143968986024476	0	0
hsa-miR-3129-3p	0	0.327573231486353	0.342493291246243	0.152199945576094	0	0.783890877434216	0	0	0.616332857485724	0.675886314965934	0.287937972048953	0	0.388465378532927
hsa-miR-3664-3p	0.0838602103421173	0.218382154324236	0	0.304399891152188	0	0.914539357006586	0.171268460533077	0.245464405111941	0	0.675886314965934	1.15175188819581	0.208989868152724	0.194232689266463
hsa-miR-4421	0.251580631026352	0.764337540134825	0.171246645623121	0.152199945576094	0.207397212799736	0.130648479572369	0.171268460533077	0.245464405111941	0.176095102138778	0.135177262993187	0.431906958073429	0.626969604458171	0.388465378532927
hsa-miR-4636	0.754741893079056	0.109191077162118	0.0856233228115607	0.380499863940235	0.207397212799736	0.783890877434216	0.0856342302665385	0	0.0880475510693891	0.135177262993187	0.143968986024476	0.208989868152724	0.388465378532927
hsa-miR-4742-3p	0.335440841368469	0.109191077162118	0.342493291246243	0.228299918364141	0.103698606399868	1.04518783657896	0.342536921066154	0.245464405111941	0	0.81106357795912	0.143968986024476	0	0
hsa-miR-8485	0.0838602103421173	0.436764308648471	0.0856233228115607	0.228299918364141	0	0	0.685073842132308	1.47278643067165	0.176095102138778	0.270354525986373	0.719844930122382	0	0.0971163446332316
hsa-miR-1277-3p	0.335440841368469	0.109191077162118	0	0.152199945576094	0.207397212799736	0.261296959144739	0.256902690799616	0.736393215335823	0	0.81106357795912	0.287937972048953	0	0.679814412432621
hsa-miR-1538	0.0838602103421173	0.873528617296943	0.256869968434682	0.228299918364141	0.103698606399868	0.522593918289478	0.0856342302665385	0.981857620447764	0.176095102138778	0	0.143968986024476	0.626969604458171	0.0971163446332316
hsa-miR-1911-5p	0.503161262052704	0	0	1.44589948297289	0.414794425599472	0	0.0856342302665385	0	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-3679-5p	0.0838602103421173	0	0	0.304399891152188	0.207397212799736	0.130648479572369	0.171268460533077	0.736393215335823	0.352190204277556	0.270354525986373	0.287937972048953	0.417979736305447	0.874047101699085
hsa-miR-4707-3p	0.0838602103421173	0.327573231486353	0	0	0	0.261296959144739	0.513805381599231	1.47278643067165	0	0.540709051972747	0.863813916146859	0.835959472610895	0
hsa-miR-5010-3p	0.251580631026352	0.218382154324236	0.256869968434682	0.228299918364141	0.103698606399868	0.261296959144739	0.256902690799616	0	0.440237755346946	0.135177262993187	0.143968986024476	0.626969604458171	0.485581723166158
hsa-miR-551a	0.167720420684235	0.218382154324236	0	0.152199945576094	0.207397212799736	0.261296959144739	0.256902690799616	0.490928810223882	0.440237755346946	0	0.431906958073429	1.67191894522179	0
hsa-miR-4768-5p	0.335440841368469	0.218382154324236	0.171246645623121	0.532699809516328	0.622191638399207	0.130648479572369	0.171268460533077	0.490928810223882	0.264142653208167	0	0	0.208989868152724	0.0971163446332316
hsa-miR-6503-3p	0.0838602103421173	0.764337540134825	0.171246645623121	0.152199945576094	0.103698606399868	0.261296959144739	0.0856342302665385	0.490928810223882	0.880475510693891	0	0	0	0.291349033899695
hsa-miR-92b-5p	0.335440841368469	0.327573231486353	0	0.228299918364141	0.207397212799736	0.261296959144739	0.342536921066154	0.490928810223882	0.440237755346946	0	0.287937972048953	0	0.291349033899695
hsa-miR-942-5p	0	0.327573231486353	0	0.228299918364141	0.103698606399868	0.261296959144739	0.171268460533077	0.490928810223882	0.616332857485724	0.540709051972747	0.287937972048953	0.208989868152724	0.291349033899695
hsa-miR-1322	0	1.2011018487833	0	0.0760999727880469	0	0.391945438717108	0.513805381599231	0.245464405111941	0.0880475510693891	0.40553178897956	0	0.835959472610895	0
hsa-miR-4767	0.0838602103421173	0.218382154324236	0.0856233228115607	0	0.103698606399868	0.130648479572369	0.171268460533077	0.490928810223882	0.352190204277556	1.62212715591824	0.143968986024476	0.417979736305447	0.0971163446332316
hsa-miR-5001-3p	0	0.218382154324236	0.171246645623121	0.228299918364141	0.207397212799736	0.522593918289478	0.171268460533077	0.490928810223882	0.440237755346946	0.40553178897956	0.143968986024476	0.835959472610895	0
hsa-miR-6087	0.0838602103421173	0.327573231486353	0.0856233228115607	0.304399891152188	0	0.261296959144739	0.256902690799616	0	0.264142653208167	0.675886314965934	1.00778290217134	0.208989868152724	0
hsa-miR-6090	0.167720420684235	0.436764308648471	0.941856550927167	0.228299918364141	0	0.261296959144739	0.0856342302665385	0.490928810223882	0	0.135177262993187	0	0.626969604458171	0.0971163446332316
hsa-miR-4664-3p	0	0.545955385810589	0	0.152199945576094	0.103698606399868	0.653242397861847	0.0856342302665385	0.245464405111941	0	0.540709051972747	0.575875944097906	0.417979736305447	0.388465378532927
hsa-miR-5002-5p	0.251580631026352	0.109191077162118	0.171246645623121	0.152199945576094	0.103698606399868	0.261296959144739	0.256902690799616	1.22732202555971	0.176095102138778	0.270354525986373	0.143968986024476	0.417979736305447	0.291349033899695
hsa-miR-6502-5p	0.587021472394821	0.109191077162118	0.171246645623121	0.380499863940235	0.207397212799736	0.261296959144739	0	0	0.264142653208167	0.540709051972747	0	0.626969604458171	0
hsa-miR-6715b-3p	0	1.856248311756	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	1.43968986024476	0	0
hsa-miR-19a-5p	0.167720420684235	0.218382154324236	0.0856233228115607	0	0.103698606399868	0.261296959144739	0.0856342302665385	0.245464405111941	0.176095102138778	0.540709051972747	0.575875944097906	0.835959472610895	0.388465378532927
hsa-miR-505-5p	0.335440841368469	0.218382154324236	0.342493291246243	0.0760999727880469	0.311095819199604	0.522593918289478	0.171268460533077	0.245464405111941	0	0.40553178897956	0.287937972048953	0	0.194232689266463
hsa-miR-577	0	0.109191077162118	0.0856233228115607	0.532699809516328	0.414794425599472	0.261296959144739	0.342536921066154	0.245464405111941	0.264142653208167	0	0	0.208989868152724	0.388465378532927
hsa-miR-3135a	0	0.109191077162118	0.0856233228115607	0.152199945576094	0.311095819199604	0	0.59943961186577	1.22732202555971	0	0.135177262993187	0.287937972048953	1.25393920891634	0
hsa-miR-3154	0.587021472394821	0.109191077162118	0.599363259680925	0.380499863940235	0.414794425599472	0	0	0	0	0.135177262993187	0.143968986024476	0	0.194232689266463
hsa-miR-3619-5p	0	0.436764308648471	0.0856233228115607	0.0760999727880469	0	0	0.685073842132308	0	0	0.540709051972747	0.287937972048953	0.208989868152724	0.679814412432621
hsa-miR-3622b-3p	0.754741893079056	0.218382154324236	0.256869968434682	0.532699809516328	0.414794425599472	0	0.0856342302665385	0	0.0880475510693891	0	0.143968986024476	0	0
hsa-miR-642b-3p	0.167720420684235	0.327573231486353	0.342493291246243	0.380499863940235	0.311095819199604	0	0	0	0.440237755346946	0	0	0.208989868152724	0.485581723166158
hsa-miR-4484	0	0	0	0.0760999727880469	0.103698606399868	0.130648479572369	0.513805381599231	0	0.176095102138778	0.946240840952307	0.575875944097906	0.835959472610895	0.194232689266463
hsa-miR-4670-5p	0.167720420684235	0.109191077162118	0.0856233228115607	0.456599836728282	0.414794425599472	0.261296959144739	0.256902690799616	0.490928810223882	0.0880475510693891	0.270354525986373	0.143968986024476	0.208989868152724	0.194232689266463
hsa-miR-4670-3p	0.167720420684235	0.109191077162118	0.0856233228115607	0.456599836728282	0.414794425599472	0.261296959144739	0.256902690799616	0.490928810223882	0.0880475510693891	0.270354525986373	0.143968986024476	0.208989868152724	0.194232689266463
hsa-miR-5684	0.167720420684235	0.109191077162118	0	0.0760999727880469	0	0.130648479572369	0.171268460533077	1.71825083578359	0	0.270354525986373	0.143968986024476	1.88090881337451	0.194232689266463
hsa-miR-1273h-5p	0.167720420684235	0	0	0	0.103698606399868	0.130648479572369	0.428171151332693	2.45464405111941	0.264142653208167	0	0.287937972048953	0.208989868152724	0.291349033899695
hsa-miR-615-5p	0	0	0	0	0	0	1.19887922373154	0	0.264142653208167	0.135177262993187	0.431906958073429	0.208989868152724	0.485581723166158
hsa-miR-1254	0.0838602103421173	0.327573231486353	0.256869968434682	0.0760999727880469	0.311095819199604	0.261296959144739	0.0856342302665385	0.245464405111941	0.352190204277556	0.135177262993187	0.143968986024476	0.208989868152724	0.485581723166158
hsa-miR-3117-3p	0	0.327573231486353	0.0856233228115607	0.228299918364141	0.311095819199604	0.130648479572369	0.256902690799616	0.245464405111941	0.440237755346946	0.135177262993187	0	0.417979736305447	0.388465378532927
hsa-miR-548v	0.167720420684235	0	0.171246645623121	0.228299918364141	0.103698606399868	0.130648479572369	0.342536921066154	0.245464405111941	0.0880475510693891	0.270354525986373	0.719844930122382	0	0.485581723166158
hsa-miR-4521	0	0.327573231486353	0.0856233228115607	0.152199945576094	0	0	1.113244993465	0.245464405111941	0.176095102138778	0	0.575875944097906	0	0.0971163446332316
hsa-miR-548am-3p	0.335440841368469	0.545955385810589	0	0.456599836728282	0.311095819199604	0.130648479572369	0.171268460533077	0	0.0880475510693891	0	0.143968986024476	0	0.388465378532927
hsa-miR-4649-3p	0.0838602103421173	0.655146462972707	0	0.304399891152188	0.103698606399868	0.130648479572369	0.256902690799616	0	0.528285306416335	0.135177262993187	0	0	0.388465378532927
hsa-miR-4677-5p	0.167720420684235	0.436764308648471	0.0856233228115607	0.152199945576094	0.103698606399868	0.783890877434216	0.256902690799616	0.245464405111941	0.0880475510693891	0.270354525986373	0.143968986024476	0.417979736305447	0.0971163446332316
hsa-miR-371b-5p	0	0.109191077162118	0.0856233228115607	0	0.103698606399868	1.17583631615132	0.0856342302665385	0	0.440237755346946	0.675886314965934	0.575875944097906	0	0
hsa-miR-6504-5p	0.167720420684235	0	0.256869968434682	0	0	0.130648479572369	0	0	1.14461816390206	0.270354525986373	0.575875944097906	0	0.194232689266463
hsa-miR-6815-5p	0.0838602103421173	0.436764308648471	0.513739936869364	0.380499863940235	0.311095819199604	0	0.256902690799616	0	0.0880475510693891	0.135177262993187	0.143968986024476	0	0.194232689266463
hsa-miR-6886-3p	0.0838602103421173	0	0	0	0	0.130648479572369	0.0856342302665385	3.92743048179106	0.0880475510693891	0.135177262993187	0	1.04494934076362	0.0971163446332316
hsa-miR-373-3p	0	0.109191077162118	0.342493291246243	0.304399891152188	0.311095819199604	0.391945438717108	0.428171151332693	0.245464405111941	0.176095102138778	0	0	0	0.291349033899695
hsa-miR-548d-3p	0.335440841368469	0.218382154324236	0.0856233228115607	0	0	0.914539357006586	0.342536921066154	0.245464405111941	0.0880475510693891	0.540709051972747	0	0.208989868152724	0.0971163446332316
hsa-miR-762	0	0.109191077162118	0.0856233228115607	0	0.311095819199604	0.261296959144739	0	1.47278643067165	0	0	0.431906958073429	1.88090881337451	0.0971163446332316
hsa-miR-1278	0	0.109191077162118	0.0856233228115607	0.304399891152188	0.103698606399868	0.522593918289478	0.428171151332693	0.736393215335823	0.0880475510693891	0.40553178897956	0.143968986024476	0.208989868152724	0.0971163446332316
hsa-miR-2116-3p	0	0.218382154324236	0.0856233228115607	0.0760999727880469	0.103698606399868	0.783890877434216	0.256902690799616	0	0.352190204277556	0.675886314965934	0.143968986024476	0.417979736305447	0
hsa-miR-3620-3p	0.251580631026352	0.327573231486353	0	0.304399891152188	0.103698606399868	0.391945438717108	0.256902690799616	0.490928810223882	0.352190204277556	0	0	0.208989868152724	0.194232689266463
hsa-miR-4999-5p	0.419301051710587	0.218382154324236	0.0856233228115607	0.228299918364141	0.103698606399868	0	0.171268460533077	0	0.352190204277556	0.40553178897956	0	1.04494934076362	0
hsa-miR-6803-3p	0.335440841368469	0.109191077162118	0.342493291246243	0	0.725890244799075	0.261296959144739	0.0856342302665385	0	0.0880475510693891	0.270354525986373	0	0.626969604458171	0.0971163446332316
hsa-miR-6854-5p	0.167720420684235	0.109191077162118	0.342493291246243	0.152199945576094	0.311095819199604	0.261296959144739	0.428171151332693	0	0.176095102138778	0.270354525986373	0.143968986024476	0.417979736305447	0
hsa-miR-181b-2-3p	0.419301051710587	0.109191077162118	0.171246645623121	0.0760999727880469	0	0.522593918289478	0.342536921066154	0	0.352190204277556	0.135177262993187	0	0.208989868152724	0.194232689266463
hsa-miR-597-5p	0.167720420684235	0.218382154324236	0.428116614057803	0.152199945576094	0.311095819199604	0	0.256902690799616	0.490928810223882	0.176095102138778	0	0.287937972048953	0	0.194232689266463
hsa-miR-668-3p	0.0838602103421173	0.655146462972707	0.342493291246243	0.304399891152188	0.207397212799736	0	0	0	0.264142653208167	0.135177262993187	0.287937972048953	0	0.194232689266463
hsa-miR-885-5p	0	0.218382154324236	0.171246645623121	0	0.829588851198943	0.130648479572369	0.342536921066154	0	0.264142653208167	0	0.287937972048953	0.208989868152724	0.194232689266463
hsa-miR-3177-3p	0.0838602103421173	0	0.171246645623121	0.152199945576094	0.207397212799736	0.391945438717108	0.59943961186577	0	0.352190204277556	0	0.143968986024476	0	0.291349033899695
hsa-miR-548ak	0.167720420684235	0.109191077162118	0.171246645623121	0.0760999727880469	0.207397212799736	0	0.256902690799616	0.490928810223882	0.352190204277556	0.135177262993187	0.287937972048953	0.626969604458171	0.194232689266463
hsa-miR-4638-3p	0.251580631026352	0.109191077162118	0.256869968434682	0	0.103698606399868	0.391945438717108	0	0	0.440237755346946	0.135177262993187	0.575875944097906	0.417979736305447	0.194232689266463
hsa-miR-4697-3p	0.0838602103421173	0	0.256869968434682	0.304399891152188	0.207397212799736	0	0.171268460533077	0.981857620447764	0.528285306416335	0	0.143968986024476	0	0.194232689266463
hsa-miR-548ar-3p	0	0.109191077162118	0.0856233228115607	0.0760999727880469	0.829588851198943	0.130648479572369	0	1.47278643067165	0.0880475510693891	0	0	0.835959472610895	0.194232689266463
hsa-miR-5692a	0	0.109191077162118	0.0856233228115607	0.228299918364141	0	0.914539357006586	0	0	0	0.270354525986373	1.43968986024476	0	0.0971163446332316
hsa-miR-138-1-3p	0.251580631026352	0	0.256869968434682	0.228299918364141	0.622191638399207	0	0	0.245464405111941	0.352190204277556	0	0.287937972048953	0.208989868152724	0.0971163446332316
hsa-miR-548q	0.0838602103421173	0.109191077162118	0.256869968434682	0.152199945576094	0.311095819199604	0.130648479572369	0.171268460533077	0.490928810223882	0.352190204277556	0	0.143968986024476	0	0.388465378532927
hsa-miR-3180-5p	0.251580631026352	0	0.171246645623121	0.0760999727880469	0.207397212799736	0.130648479572369	0.171268460533077	0.981857620447764	0.0880475510693891	0.135177262993187	0.143968986024476	0.626969604458171	0.291349033899695
hsa-miR-4708-3p	0	0.218382154324236	0	0.152199945576094	0.103698606399868	0	0.0856342302665385	0	0.440237755346946	0.135177262993187	0.287937972048953	1.67191894522179	0.194232689266463
hsa-miR-3064-5p	0.167720420684235	0.218382154324236	0.171246645623121	0.304399891152188	0.103698606399868	0	0.171268460533077	0.981857620447764	0.264142653208167	0	0.143968986024476	0	0.291349033899695
hsa-miR-5094	0	0	0	0	0	1.17583631615132	0	0	0.0880475510693891	1.21659536693868	0	0	0.485581723166158
hsa-miR-5682	0	0.218382154324236	0.171246645623121	0.456599836728282	0.207397212799736	0.522593918289478	0.0856342302665385	0.245464405111941	0.0880475510693891	0.135177262993187	0	0.835959472610895	0
hsa-miR-6786-3p	0.0838602103421173	0.218382154324236	0.0856233228115607	0.0760999727880469	0.103698606399868	0.130648479572369	0.171268460533077	0.245464405111941	0.528285306416335	0.135177262993187	0.431906958073429	0.208989868152724	0.291349033899695
hsa-miR-6868-3p	0	0.109191077162118	0.684986582492485	0.0760999727880469	0	0	0	0.245464405111941	0.792427959624502	0	0	0	0.388465378532927
hsa-miR-7703	0.0838602103421173	0.218382154324236	0.256869968434682	0.228299918364141	0.103698606399868	0.130648479572369	0.428171151332693	0	0.264142653208167	0	0	0.208989868152724	0.388465378532927
hsa-miR-363-5p	0.167720420684235	0.327573231486353	0.342493291246243	0.152199945576094	0.207397212799736	0.130648479572369	0	0.245464405111941	0.176095102138778	0.135177262993187	0.431906958073429	0.208989868152724	0.0971163446332316
hsa-miR-365b-5p	0.0838602103421173	0.109191077162118	0.256869968434682	0.228299918364141	0.207397212799736	0	0	0.245464405111941	0.440237755346946	0.135177262993187	0	0.835959472610895	0.194232689266463
hsa-miR-612	0.0838602103421173	0	0	0	0	0.261296959144739	0.342536921066154	2.45464405111941	0.176095102138778	0	0	0.626969604458171	0.0971163446332316
hsa-miR-2276-3p	0.167720420684235	0	0.0856233228115607	0.0760999727880469	0.103698606399868	0.653242397861847	0.171268460533077	0	0	0.675886314965934	0	0.626969604458171	0.291349033899695
hsa-miR-3934-5p	0.0838602103421173	0.327573231486353	0.0856233228115607	0.0760999727880469	0.311095819199604	0	0.0856342302665385	0.490928810223882	0.264142653208167	0.270354525986373	0.143968986024476	0.417979736305447	0.291349033899695
hsa-miR-548ae-3p	0.0838602103421173	0.109191077162118	0.0856233228115607	0.0760999727880469	0.311095819199604	0.130648479572369	0	0.245464405111941	1.05657061283267	0	0.143968986024476	0.208989868152724	0
hsa-miR-4451	0	0.218382154324236	0	0.0760999727880469	0.207397212799736	0.130648479572369	0.856342302665385	0.490928810223882	0.0880475510693891	0	0	0.208989868152724	0.291349033899695
hsa-miR-548aj-3p	0.0838602103421173	0.109191077162118	0	0.0760999727880469	0.103698606399868	0.130648479572369	0.171268460533077	0.245464405111941	0.96852306176328	0.135177262993187	0.143968986024476	0.208989868152724	0.0971163446332316
hsa-miR-4781-3p	0.167720420684235	0.109191077162118	0.428116614057803	0.152199945576094	0.414794425599472	0.261296959144739	0.171268460533077	0	0.176095102138778	0.135177262993187	0.143968986024476	0.208989868152724	0
hsa-miR-5695	0.0838602103421173	0.218382154324236	0.0856233228115607	0.228299918364141	0.207397212799736	0.130648479572369	0.342536921066154	0	0.176095102138778	0.135177262993187	0.287937972048953	0.208989868152724	0.291349033899695
hsa-miR-6734-5p	0.251580631026352	0.218382154324236	0	0.228299918364141	0	0.130648479572369	0.256902690799616	0.245464405111941	0	0.270354525986373	0.431906958073429	0.417979736305447	0.291349033899695
hsa-miR-7641	0.335440841368469	0.218382154324236	0.0856233228115607	0	0	0.653242397861847	0	0.736393215335823	0.0880475510693891	0.270354525986373	0.143968986024476	0.626969604458171	0.0971163446332316
hsa-miR-371a-3p	0	0.218382154324236	0.0856233228115607	0	0.207397212799736	0.653242397861847	0.0856342302665385	0	0.528285306416335	0.270354525986373	0.143968986024476	0	0.194232689266463
hsa-miR-449b-3p	0	0.327573231486353	0	0	0	1.30648479572369	0.59943961186577	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-888-5p	0.251580631026352	0	0	0.532699809516328	0	0.522593918289478	0	0.245464405111941	0	0	0	1.46292907706907	0
hsa-miR-876-5p	0.754741893079056	0	0.0856233228115607	0.0760999727880469	1.14068467039855	0	0	0	0	0	0	0	0
hsa-miR-3115	0.251580631026352	0.218382154324236	0	0.0760999727880469	0	0.261296959144739	0.342536921066154	0.245464405111941	0.0880475510693891	0.40553178897956	0	0.626969604458171	0.194232689266463
hsa-miR-1273e	0.251580631026352	0.218382154324236	0.0856233228115607	0.0760999727880469	0.103698606399868	0	0.171268460533077	0	0.528285306416335	0.270354525986373	0.431906958073429	0	0.0971163446332316
hsa-miR-3942-5p	0.251580631026352	0.218382154324236	0.256869968434682	0.0760999727880469	0.103698606399868	0.261296959144739	0.0856342302665385	0	0.0880475510693891	0.540709051972747	0.143968986024476	0.208989868152724	0.194232689266463
hsa-miR-4709-5p	0	0.218382154324236	0.0856233228115607	0	0.103698606399868	0.130648479572369	0.428171151332693	0.245464405111941	0.528285306416335	0	0	0.835959472610895	0.0971163446332316
hsa-miR-4757-3p	0.167720420684235	0	0.256869968434682	0.456599836728282	0.311095819199604	0.261296959144739	0	0	0.176095102138778	0	0.143968986024476	0.626969604458171	0
hsa-miR-5193	0.0838602103421173	0.109191077162118	0.256869968434682	0.456599836728282	0.414794425599472	0	0.0856342302665385	0.490928810223882	0.176095102138778	0.135177262993187	0	0	0.0971163446332316
hsa-miR-6720-3p	0.503161262052704	0	0.256869968434682	0.0760999727880469	0.311095819199604	0	0.256902690799616	0.245464405111941	0.176095102138778	0.135177262993187	0	0.208989868152724	0.0971163446332316
