DRR091839_1.mature	DRR091842_1.mature	DRR091837_1.mature	DRR091838_1.mature	DRR091840_1.mature	DRR091848_1.mature	DRR091841_1.mature	DRR091847_1.mature	DRR091844_1.mature	DRR091849_1.mature	DRR091845_1.mature	DRR091846_1.mature	DRR091843_1.mature
hsa-miR-3663-3p	0	0	0	0	0	0.130648479572369	0.0856342302665385	0	0	0	0	0.208989868152724	0
hsa-miR-3675-5p	0	0	0	0	0	0	0.171268460533077	0	0.0880475510693891	0	0	0	0
hsa-miR-3692-3p	0	0	0.0856233228115607	0	0	0	0.0856342302665385	0	0	0	0	0.208989868152724	0
hsa-miR-3911	0	0	0.0856233228115607	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-3914	0.167720420684235	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-3922-5p	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-3925-5p	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-3926	0	0.109191077162118	0	0.0760999727880469	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-4440	0	0.109191077162118	0	0.0760999727880469	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-4494	0.0838602103421173	0	0	0	0	0	0	0	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-4496	0	0	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-4536-3p	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-4633-3p	0	0	0.171246645623121	0	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-4635	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0.0971163446332316
hsa-miR-4640-3p	0	0	0.0856233228115607	0.0760999727880469	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-4658	0	0	0	0	0	0.130648479572369	0	0	0.0880475510693891	0.135177262993187	0	0	0
hsa-miR-4668-3p	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-4681	0.0838602103421173	0	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-4696	0.0838602103421173	0.109191077162118	0	0	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-4699-5p	0.0838602103421173	0	0	0	0	0	0.171268460533077	0	0	0	0	0	0
hsa-miR-4700-3p	0	0	0	0	0.103698606399868	0	0	0	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-4710	0	0	0.0856233228115607	0	0	0	0	0	0.0880475510693891	0	0.143968986024476	0	0
hsa-miR-4712-5p	0.0838602103421173	0	0	0	0.103698606399868	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-4715-3p	0.0838602103421173	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-4719	0	0	0	0	0	0	0	0	0	0	0.431906958073429	0	0
hsa-miR-4729	0	0.109191077162118	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-4733-5p	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-4733-3p	0	0	0.0856233228115607	0	0	0	0.0856342302665385	0	0	0	0	0.208989868152724	0
hsa-miR-4747-5p	0	0	0	0	0.103698606399868	0	0	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-4747-3p	0	0	0	0	0	0.130648479572369	0	0	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-4752	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0.208989868152724	0
hsa-miR-4763-5p	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-4776-5p	0	0	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-4436b-5p	0	0.109191077162118	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-4783-3p	0	0	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0.135177262993187	0	0	0
hsa-miR-4784	0	0.109191077162118	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-4786-3p	0	0	0	0	0	0	0.0856342302665385	0	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-4797-5p	0.0838602103421173	0	0	0	0	0.261296959144739	0	0	0	0	0	0	0
hsa-miR-5008-5p	0	0.109191077162118	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-5008-3p	0	0	0	0	0	0	0	0	0	0.135177262993187	0	0.417979736305447	0
hsa-miR-5009-3p	0	0	0	0	0	0	0.171268460533077	0	0	0.135177262993187	0	0	0
hsa-miR-5089-3p	0	0	0	0	0	0	0	0	0	0	0.431906958073429	0	0
hsa-miR-548at-3p	0	0	0.0856233228115607	0	0	0.130648479572369	0	0	0.0880475510693891	0	0	0	0
hsa-miR-5584-5p	0	0	0	0	0	0	0	0	0	0.135177262993187	0	0.208989868152724	0.0971163446332316
hsa-miR-5584-3p	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-5587-5p	0	0	0	0	0	0	0	0	0.176095102138778	0	0	0.208989868152724	0
hsa-miR-4666b	0	0	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-5708	0	0	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-1199-5p	0	0.109191077162118	0	0	0	0	0	0	0.0880475510693891	0	0.143968986024476	0	0
hsa-miR-6085	0	0	0.0856233228115607	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-6125	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-6506-3p	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0	0.208989868152724	0
hsa-miR-6507-5p	0.0838602103421173	0.109191077162118	0.0856233228115607	0	0	0	0	0	0	0	0	0	0
hsa-miR-6509-5p	0.0838602103421173	0	0	0	0	0	0.0856342302665385	0	0	0	0	0	0.0971163446332316
hsa-miR-6509-3p	0.0838602103421173	0	0	0	0	0	0.0856342302665385	0	0	0	0	0	0.0971163446332316
hsa-miR-6512-3p	0	0	0	0	0	0	0	0	0.0880475510693891	0.135177262993187	0.143968986024476	0	0
hsa-miR-6514-3p	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-6715a-3p	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0.0971163446332316
hsa-miR-6727-3p	0	0	0.0856233228115607	0	0.103698606399868	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-6734-3p	0.0838602103421173	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-6737-5p	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.417979736305447	0
hsa-miR-6745	0	0.218382154324236	0	0	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-6746-5p	0	0.109191077162118	0	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-6753-3p	0	0	0	0.0760999727880469	0	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-6756-3p	0	0	0	0	0	0	0	0.245464405111941	0	0	0.143968986024476	0	0.0971163446332316
hsa-miR-6759-5p	0	0	0	0	0	0	0.171268460533077	0	0	0	0.143968986024476	0	0
hsa-miR-6767-5p	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-6771-5p	0	0.327573231486353	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6775-5p	0	0	0.171246645623121	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-6776-3p	0	0	0	0	0	0	0	0	0	0	0.287937972048953	0.208989868152724	0
hsa-miR-6777-5p	0.0838602103421173	0.109191077162118	0	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-6779-5p	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6786-5p	0.0838602103421173	0	0.171246645623121	0	0	0	0	0	0	0	0	0	0
hsa-miR-6796-5p	0	0	0.0856233228115607	0	0	0	0.171268460533077	0	0	0	0	0	0
hsa-miR-6805-5p	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-6812-5p	0	0	0.0856233228115607	0	0.103698606399868	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6824-3p	0	0.109191077162118	0	0	0	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-6826-5p	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6826-3p	0	0	0	0.0760999727880469	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-6828-5p	0	0	0.0856233228115607	0.0760999727880469	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6830-5p	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0.135177262993187	0	0	0
hsa-miR-6838-3p	0.0838602103421173	0	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6843-3p	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0.208989868152724	0
hsa-miR-6844	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0.143968986024476	0	0
hsa-miR-6845-5p	0	0	0	0	0	0.130648479572369	0	0.490928810223882	0	0	0	0	0
hsa-miR-6850-3p	0	0	0	0	0	0.391945438717108	0	0	0	0	0	0	0
hsa-miR-6853-5p	0	0	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-6860	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0.208989868152724	0
hsa-miR-6868-5p	0	0	0	0	0	0.130648479572369	0.0856342302665385	0	0	0	0	0.208989868152724	0
hsa-miR-6874-5p	0.0838602103421173	0	0	0	0	0	0	0	0	0	0	0	0.194232689266463
hsa-miR-6878-5p	0	0	0.0856233228115607	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-6880-3p	0	0	0.256869968434682	0	0	0	0	0	0	0	0	0	0
hsa-miR-6894-3p	0.0838602103421173	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-6895-5p	0	0	0.0856233228115607	0	0	0	0	0	0	0.135177262993187	0	0	0.0971163446332316
hsa-miR-7107-3p	0	0	0	0	0	0.391945438717108	0	0	0	0	0	0	0
hsa-miR-7110-5p	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-7111-3p	0.167720420684235	0.109191077162118	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7112-3p	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.417979736305447	0
hsa-miR-7702	0	0	0	0	0	0	0	0	0.264142653208167	0	0	0	0
hsa-miR-7846-3p	0	0.109191077162118	0	0.0760999727880469	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-7848-3p	0	0	0	0	0.207397212799736	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-8072	0	0.109191077162118	0	0	0.103698606399868	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-8080	0	0	0	0	0	0	0	0.490928810223882	0.0880475510693891	0	0	0	0
hsa-miR-8085	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0	0.0971163446332316
hsa-miR-105-3p	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-124-5p	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-128-2-5p	0.167720420684235	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-3p	0	0.109191077162118	0	0	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-384	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-329-5p	0.0838602103421173	0	0	0	0	0	0	0	0	0	0.143968986024476	0	0
hsa-miR-410-5p	0.0838602103421173	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-519c-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-519b-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-523-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-518f-3p	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-517-5p	0	0	0	0	0	0.130648479572369	0	0	0	0	0.143968986024476	0	0
hsa-miR-516b-5p	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-518e-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-518a-3p	0.0838602103421173	0	0	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-522-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-519a-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-499a-3p	0	0	0	0	0.103698606399868	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-510-5p	0	0	0.0856233228115607	0	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-376a-2-5p	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-558	0	0	0	0	0	0	0.171268460533077	0	0	0	0	0	0
hsa-miR-578	0	0	0	0.0760999727880469	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-588	0.0838602103421173	0	0	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-597-3p	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-607	0	0.109191077162118	0	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-608	0	0	0	0	0	0	0	0	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-611	0	0	0	0	0	0	0	0	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-639	0	0	0	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-650	0	0	0	0	0	0.130648479572369	0	0	0	0	0	0.208989868152724	0
hsa-miR-659-3p	0	0	0.0856233228115607	0	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-449c-3p	0	0	0	0	0	0.261296959144739	0	0	0	0	0	0	0
hsa-miR-765	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-891a-3p	0	0	0.0856233228115607	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-890	0	0	0	0.152199945576094	0	0	0	0	0	0	0	0	0
hsa-miR-887-5p	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-938	0	0	0.0856233228115607	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-1237-3p	0	0.109191077162118	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-1238-5p	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-1250-3p	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-1253	0	0	0	0	0	0	0	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-548g-3p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-1272	0	0	0	0	0	0.261296959144739	0	0	0	0	0	0	0
hsa-miR-1252-3p	0	0	0.0856233228115607	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-513b-5p	0	0	0	0.0760999727880469	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-513c-3p	0	0	0	0.152199945576094	0	0	0	0	0	0	0	0	0
hsa-miR-1909-3p	0	0	0	0	0	0	0	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-1915-3p	0	0	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-1976	0	0	0	0	0	0.130648479572369	0	0	0	0	0.143968986024476	0	0
hsa-miR-2682-3p	0	0	0	0	0	0	0	0	0	0.270354525986373	0	0	0
hsa-miR-2861	0	0	0	0	0	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-3129-5p	0	0	0.0856233228115607	0	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-3134	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-3140-5p	0	0	0	0	0	0.130648479572369	0	0	0	0	0.143968986024476	0	0
hsa-miR-3146	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-3156-5p	0	0	0	0	0.103698606399868	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-3161	0	0.109191077162118	0	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-3170	0	0	0	0	0	0.130648479572369	0	0	0	0.135177262993187	0	0	0
hsa-miR-3171	0	0	0	0.0760999727880469	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-3173-3p	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-3175	0	0	0	0.0760999727880469	0	0	0	0	0	0	0.143968986024476	0	0
hsa-miR-3177-5p	0.0838602103421173	0	0	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-3181	0	0	0	0	0	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-3198	0	0	0	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-4312	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-4254	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-4269	0	0.218382154324236	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3648	0	0	0	0	0	0	0	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-3657	0	0	0	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-3665	0.0838602103421173	0	0	0	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-3670	0	0	0	0	0	0	0	0	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-3672	0.0838602103421173	0	0	0	0	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-3680-5p	0	0	0	0	0	0.130648479572369	0	0	0	0.135177262993187	0	0	0
hsa-miR-3682-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-3684	0	0	0	0	0	0.130648479572369	0	0	0.0880475510693891	0	0	0	0
hsa-miR-3920	0.0838602103421173	0	0	0	0	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-3929	0	0	0.0856233228115607	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-3936	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0	0.0971163446332316
hsa-miR-4420	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-4425	0	0	0	0	0	0	0.0856342302665385	0	0	0	0	0.208989868152724	0
hsa-miR-4428	0	0	0	0.0760999727880469	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-548ad-3p	0.0838602103421173	0	0	0	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-4436a	0	0.109191077162118	0	0	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-4442	0	0	0	0	0	0	0	0	0.0880475510693891	0.135177262993187	0	0	0
hsa-miR-548ah-5p	0.0838602103421173	0	0	0	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-4460	0	0	0	0	0.103698606399868	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-4467	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-4469	0	0.109191077162118	0	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-4470	0	0.109191077162118	0	0	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-3155b	0	0	0	0	0	0.261296959144739	0	0	0	0	0	0	0
hsa-miR-4489	0	0	0.0856233228115607	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-4520-3p	0.0838602103421173	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-4522	0	0	0.0856233228115607	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-4527	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-4529-3p	0	0	0	0	0.103698606399868	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-4537	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-3972	0	0	0	0.0760999727880469	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-4644	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-4659b-3p	0	0.109191077162118	0	0	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-4669	0	0.109191077162118	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-4672	0	0	0	0	0.103698606399868	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-4684-5p	0.167720420684235	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4684-3p	0	0	0	0	0	0	0	0	0	0	0.287937972048953	0	0
hsa-miR-4685-5p	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-4686	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-4689	0	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-4690-5p	0	0	0	0	0	0	0	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-4690-3p	0	0.109191077162118	0	0	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-4693-3p	0.0838602103421173	0	0	0	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-4698	0	0	0	0	0	0	0.0856342302665385	0	0	0.135177262993187	0	0	0
hsa-miR-4700-5p	0	0	0	0	0	0.130648479572369	0	0	0	0.135177262993187	0	0	0
hsa-miR-4711-5p	0	0	0	0	0.207397212799736	0	0	0	0	0	0	0	0
hsa-miR-4715-5p	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-4716-5p	0	0	0	0	0	0	0	0	0	0.135177262993187	0	0	0.0971163446332316
hsa-miR-4721	0.0838602103421173	0	0	0	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-4722-5p	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-4723-3p	0	0	0.0856233228115607	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-4750-3p	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-4756-5p	0	0	0	0	0.103698606399868	0	0	0	0	0	0.143968986024476	0	0
hsa-miR-4774-5p	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-4436b-3p	0	0	0	0	0	0	0	0	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-2467-3p	0	0	0.0856233228115607	0	0	0	0	0	0	0	0.143968986024476	0	0
hsa-miR-4797-3p	0.0838602103421173	0	0	0	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-5000-5p	0	0	0	0	0.103698606399868	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-5006-5p	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-5007-5p	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-548ap-5p	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-5087	0	0	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-5088-5p	0	0	0	0	0	0	0	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-5090	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-5093	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-5189-5p	0	0	0	0	0	0	0.0856342302665385	0	0	0	0	0	0.0971163446332316
hsa-miR-5189-3p	0.0838602103421173	0	0	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-5579-5p	0	0	0	0.152199945576094	0	0	0	0	0	0	0	0	0
hsa-miR-5579-3p	0	0.109191077162118	0	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-5586-5p	0	0	0	0	0	0	0	0	0.0880475510693891	0	0.143968986024476	0	0
hsa-miR-5694	0	0	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-5698	0.0838602103421173	0	0	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-5707	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-6077	0	0	0	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-6079	0	0	0	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-6081	0	0	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-6508-5p	0	0.109191077162118	0	0	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6722-3p	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-6736-5p	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6736-3p	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-6738-3p	0	0	0	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-6742-5p	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-6742-3p	0	0	0	0	0	0	0	0	0	0	0.143968986024476	0	0.0971163446332316
hsa-miR-6744-3p	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6747-5p	0	0	0	0	0	0.130648479572369	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6748-3p	0	0	0.0856233228115607	0	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0.417979736305447	0
hsa-miR-6751-5p	0	0	0	0	0	0.130648479572369	0	0	0	0	0.143968986024476	0	0
hsa-miR-6751-3p	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-6753-5p	0	0	0	0	0	0	0.171268460533077	0	0	0	0	0	0
hsa-miR-6755-3p	0	0.109191077162118	0	0	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-6760-5p	0.0838602103421173	0	0	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-6770-5p	0	0	0.0856233228115607	0	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6773-3p	0	0	0	0	0.103698606399868	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-6785-5p	0	0	0.0856233228115607	0	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-6789-3p	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-6795-5p	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-6798-3p	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-6802-3p	0.0838602103421173	0	0.0856233228115607	0	0	0	0	0	0	0	0	0	0
hsa-miR-6805-3p	0.167720420684235	0	0	0	0	0	0	0	0	0	0	0	0
