DRR091843_1.hairpin	DRR091838_1.hairpin	DRR091844_1.hairpin	DRR091849_1.hairpin	DRR091841_1.hairpin	DRR091842_1.hairpin	DRR091839_1.hairpin	DRR091845_1.hairpin	DRR091840_1.hairpin	DRR091847_1.hairpin	DRR091846_1.hairpin	DRR091837_1.hairpin	DRR091848_1.hairpin
hsa-mir-4494	0.361660260709573	0	0	0.909379157328546	0.242143227467078	0	0	0	0	1.99552058511058	1.70756724307727	0.581976754900132	0.763472668143834
hsa-mir-2392	0.361660260709573	0.297365921366898	0.276747939146668	0	0	0	0.37566802271033	0.338160467902363	0	1.99552058511058	2.5613508646159	0	0.381736334071917
hsa-mir-4656	0	0	0.276747939146668	0.454689578664273	0.242143227467078	0	0.37566802271033	0	0	1.99552058511058	1.28067543230795	0.581976754900132	1.14520900221575
hsa-mir-4660	0.361660260709573	0	0.276747939146668	0	0.242143227467078	0.717222019628761	0	0	0.826779715254113	1.99552058511058	1.28067543230795	0.290988377450066	0.381736334071917
hsa-mir-4783	0.361660260709573	0.594731842733797	0.276747939146668	0.454689578664273	0.484286454934156	0	0.751336045420659	0.338160467902363	0	0.399104117022116	0.853783621538634	0.581976754900132	0.763472668143834
hsa-mir-6515	0.723320521419146	0	0.276747939146668	0	1.45285936480247	0.358611009814381	0.751336045420659	0.338160467902363	0	0.798208234044231	0.853783621538634	0	0
hsa-mir-6762	1.80830130354787	0.297365921366898	1.38373969573334	0	0.242143227467078	0.358611009814381	0	0	0.826779715254113	0	0	0.290988377450066	0.381736334071917
hsa-mir-6839	0	0	0	1.81875831465709	0.484286454934156	0.358611009814381	0.751336045420659	0.338160467902363	0	0.399104117022116	2.13445905384659	0	0.381736334071917
hsa-mir-380	0.361660260709573	0	0.276747939146668	0.909379157328546	0.484286454934156	1.07583302944314	0.37566802271033	0	1.24016957288117	0	0	0	1.14520900221575
hsa-mir-1264	0.723320521419146	2.08156144956829	0	0.454689578664273	0.484286454934156	0	0.37566802271033	0	0.413389857627056	0	0.426891810769317	0.290988377450066	0
hsa-mir-670	0.361660260709573	0.892097764100695	0	0	0.484286454934156	0.358611009814381	0.37566802271033	0.338160467902363	0.413389857627056	0.399104117022116	0.426891810769317	0	1.52694533628767
hsa-mir-933	0	0	0.276747939146668	1.81875831465709	1.21071613733539	0.358611009814381	0	0.338160467902363	0	0.399104117022116	0.426891810769317	0	0.763472668143834
hsa-mir-1292	0	0	0.553495878293336	0	0	0.358611009814381	0	0.338160467902363	1.65355943050823	1.19731235106635	0.426891810769317	0.290988377450066	1.14520900221575
hsa-mir-1469	0	0.297365921366898	0.276747939146668	0	0.242143227467078	1.07583302944314	0.37566802271033	1.01448140370709	0	1.19731235106635	1.28067543230795	0	0
hsa-mir-3152	0	0	0.830243817440005	0	0	0.358611009814381	0.37566802271033	3.04344421112127	0	0.399104117022116	0	0.290988377450066	0
hsa-mir-3186	0.723320521419146	0	0.553495878293336	0	0.242143227467078	0	0.37566802271033	0	0	1.99552058511058	0.426891810769317	0.290988377450066	1.14520900221575
hsa-mir-3618	0	0.297365921366898	0.553495878293336	0	0.484286454934156	0	0.751336045420659	0.338160467902363	0.826779715254113	1.19731235106635	1.28067543230795	0	0
hsa-mir-3657	0.723320521419146	0.297365921366898	0.830243817440005	0.454689578664273	0.968572909868311	0	0	0.338160467902363	0	1.19731235106635	0.426891810769317	0	0
hsa-mir-3914-1	0.361660260709573	0.892097764100695	0	0	0.242143227467078	0	1.87834011355165	0	0	0.399104117022116	0.426891810769317	1.16395350980026	0
hsa-mir-3914-2	0.361660260709573	0.892097764100695	0	0	0.242143227467078	0	1.87834011355165	0	0	0.399104117022116	0.426891810769317	1.16395350980026	0
hsa-mir-4436a	0	0	0	0	0	0	0	0	0	1.19731235106635	4.26891810769317	0.290988377450066	0.763472668143834
hsa-mir-4453	0	0	0	0	0	0	1.50267209084132	0.676320935804726	1.24016957288117	1.59641646808846	1.28067543230795	0	0
hsa-mir-4487	0.723320521419146	0.297365921366898	0	0	0	1.43444403925752	0.37566802271033	0	0	2.79372881915481	0.426891810769317	0	0
hsa-mir-4635	0	0.297365921366898	0	0	0.726429682401233	0	0	2.02896280741418	0	1.99552058511058	0.426891810769317	0	0
hsa-mir-4646	0	0	0.553495878293336	0.454689578664273	0	0	0	0	0	0.798208234044231	4.69580991846249	0	0
hsa-mir-4665	0.361660260709573	0.594731842733797	0	0.454689578664273	0.242143227467078	0	0.751336045420659	0	0	2.39462470213269	1.28067543230795	0	0
hsa-mir-4673	0.361660260709573	0	0	0	0.242143227467078	0	0	0	0	3.19283293617692	1.70756724307727	0.581976754900132	0
hsa-mir-4681	0	0	0	0	0.242143227467078	0	0	0	0	4.39014528724327	1.28067543230795	0	0.381736334071917
hsa-mir-4683	0	0.297365921366898	0.830243817440005	0	0.242143227467078	1.07583302944314	0	0	0	1.59641646808846	1.28067543230795	0	0.381736334071917
hsa-mir-4711	0	0.297365921366898	0	0	0.484286454934156	0	0.751336045420659	0	0.826779715254113	2.39462470213269	0.426891810769317	0.581976754900132	0
hsa-mir-5685	0	0	0	0.454689578664273	0.484286454934156	0	0	0	0.413389857627056	0.399104117022116	4.26891810769317	0	0.381736334071917
hsa-mir-378j	0	0	1.10699175658667	0	0.242143227467078	0	0	0	0.413389857627056	2.39462470213269	1.70756724307727	0	0
hsa-mir-6717	0.723320521419146	1.18946368546759	0	0	0.242143227467078	0	0.37566802271033	0.338160467902363	0.826779715254113	1.19731235106635	0.426891810769317	0.290988377450066	0
hsa-mir-6721	0.723320521419146	0	0.553495878293336	0.909379157328546	0	0	0.37566802271033	0	0.413389857627056	0	2.13445905384659	0	1.14520900221575
hsa-mir-6732	0.361660260709573	1.18946368546759	0.276747939146668	0.454689578664273	0.726429682401233	0.717222019628761	0	0	0.413389857627056	0.399104117022116	0.426891810769317	0	0.381736334071917
hsa-mir-6777	0	0	0.553495878293336	0	0.242143227467078	0.358611009814381	0.37566802271033	0	0.826779715254113	1.19731235106635	1.28067543230795	0	1.14520900221575
hsa-mir-6842	0	0.297365921366898	0.830243817440005	0	0.484286454934156	0	0	0	0	2.39462470213269	0.853783621538634	0.290988377450066	0.381736334071917
hsa-mir-6854	0.361660260709573	0	0	0.454689578664273	0.484286454934156	1.43444403925752	0.751336045420659	0.676320935804726	0	0.399104117022116	0	0.581976754900132	0.381736334071917
hsa-mir-6859-1	0	0	0.276747939146668	0	0.242143227467078	0	0	0.676320935804726	0.413389857627056	3.59193705319904	0.426891810769317	0	0.381736334071917
hsa-mir-6895	0.361660260709573	0	0.276747939146668	0.454689578664273	0.242143227467078	0	0	1.69080233951182	0	1.59641646808846	0.853783621538634	0.290988377450066	0
hsa-mir-7155	0	0	0.553495878293336	0.454689578664273	0.726429682401233	0	1.12700406813099	1.01448140370709	0	1.59641646808846	0	0	0
hsa-mir-8052	0	0	0	0.909379157328546	0.726429682401233	0.358611009814381	0.37566802271033	0.676320935804726	0	1.99552058511058	0.853783621538634	0	0
hsa-mir-8083	0.361660260709573	0	0	0.909379157328546	0.484286454934156	0	0	0	0	3.19283293617692	1.28067543230795	0	0
hsa-mir-6859-2	0	0	0.276747939146668	0	0.242143227467078	0	0	0.676320935804726	0.413389857627056	3.59193705319904	0.426891810769317	0	0.381736334071917
hsa-mir-6859-3	0	0	0.276747939146668	0	0.242143227467078	0	0	0.676320935804726	0.413389857627056	3.59193705319904	0.426891810769317	0	0.381736334071917
hsa-mir-6859-4	0	0	0.276747939146668	0	0.242143227467078	0	0	0.676320935804726	0.413389857627056	3.59193705319904	0.426891810769317	0	0.381736334071917
hsa-mir-888	0	0.594731842733797	0	0	0.242143227467078	0	0.37566802271033	0	0.413389857627056	1.99552058511058	1.28067543230795	0	0.763472668143834
hsa-mir-541	0	0.892097764100695	0	0.454689578664273	0.484286454934156	0	1.87834011355165	0.338160467902363	0	0.399104117022116	0.426891810769317	0	0.381736334071917
hsa-mir-936	0.361660260709573	0	0	0	0.968572909868311	1.07583302944314	0	0	0	0.798208234044231	1.70756724307727	0	0.381736334071917
hsa-mir-1208	0.361660260709573	0	0.830243817440005	0	0.484286454934156	0.717222019628761	0.751336045420659	0	0	0.399104117022116	0	0.872965132350198	0.381736334071917
hsa-mir-1302-5	0.361660260709573	0.594731842733797	0.276747939146668	0.909379157328546	1.45285936480247	0	0	0.676320935804726	0	0.399104117022116	0	0	0
hsa-mir-1252	0	1.78419552820139	0	0.454689578664273	0.484286454934156	0	0.751336045420659	0.676320935804726	0.413389857627056	0	0	0.290988377450066	0
hsa-mir-4300	0	0.594731842733797	0	0	0.242143227467078	0.358611009814381	0	0.338160467902363	0.826779715254113	1.19731235106635	1.70756724307727	0	0.381736334071917
hsa-mir-4312	0	0	0.276747939146668	1.36406873599282	0.726429682401233	0	0.37566802271033	0.338160467902363	0	1.99552058511058	0	0	0.381736334071917
hsa-mir-4314	0	0.594731842733797	0	0	0	0.717222019628761	0	0.338160467902363	0.413389857627056	1.99552058511058	0.426891810769317	0	1.14520900221575
hsa-mir-4257	0	0	0.276747939146668	0	0.484286454934156	0.358611009814381	0.37566802271033	0.338160467902363	0	1.19731235106635	1.70756724307727	0	0.763472668143834
hsa-mir-4520-1	0	0.594731842733797	0.276747939146668	0.454689578664273	0.484286454934156	0	0.37566802271033	0	0.826779715254113	0	0	1.45494188725033	0.381736334071917
hsa-mir-4538	0.361660260709573	0.594731842733797	0	0.454689578664273	0.484286454934156	0.358611009814381	0	0	0	1.59641646808846	1.70756724307727	0	0
hsa-mir-4663	0.361660260709573	0.297365921366898	0	0.454689578664273	0.242143227467078	0.358611009814381	0.37566802271033	0	0.413389857627056	2.79372881915481	0	0	0.381736334071917
hsa-mir-4670	1.08498078212872	0	1.10699175658667	0.454689578664273	0	0	0.37566802271033	0	0	1.19731235106635	0.426891810769317	0	0.763472668143834
hsa-mir-4704	0.361660260709573	0	0.276747939146668	0.454689578664273	0.484286454934156	0.717222019628761	0	0	0	0.399104117022116	1.28067543230795	0.581976754900132	0.763472668143834
hsa-mir-4714	1.08498078212872	0	0	0	1.21071613733539	0	0	0.676320935804726	0	0.798208234044231	0.853783621538634	0.290988377450066	0
hsa-mir-4721	0.723320521419146	0	0	0	0.242143227467078	0	0.37566802271033	0	0	2.79372881915481	0.426891810769317	0.290988377450066	0.763472668143834
hsa-mir-4752	0.361660260709573	0	0	0.454689578664273	0	0	0	0	0.826779715254113	1.19731235106635	2.98824267538522	0	0.381736334071917
hsa-mir-4753	0.361660260709573	0	0	0.454689578664273	0.484286454934156	1.07583302944314	0	0	0	1.59641646808846	0.426891810769317	0	1.14520900221575
hsa-mir-5003	0.723320521419146	0	0.276747939146668	0.454689578664273	0.484286454934156	0.717222019628761	0.751336045420659	0.338160467902363	0	0.798208234044231	0.853783621538634	0	0
hsa-mir-5192	0	0	0	1.36406873599282	0.484286454934156	0	0.37566802271033	0	0	1.19731235106635	2.13445905384659	0	0.381736334071917
hsa-mir-5581	0.361660260709573	0.594731842733797	0	0.909379157328546	0.968572909868311	0	0	0	0.413389857627056	0	0	0	1.90868167035959
hsa-mir-548av	0	0.297365921366898	1.10699175658667	0.454689578664273	0.968572909868311	0	0	0.676320935804726	0	0	0.426891810769317	0	0.763472668143834
hsa-mir-6075	0.723320521419146	0	0.276747939146668	0.454689578664273	0.726429682401233	0.358611009814381	0	0.338160467902363	0	1.59641646808846	0.426891810769317	0	0.381736334071917
hsa-mir-6133	0	0	0	0	0.242143227467078	0	0	0	0	1.99552058511058	1.28067543230795	0	2.2904180044315
hsa-mir-6505	0.361660260709573	0.297365921366898	0.830243817440005	0	0	0.717222019628761	0	0	0.413389857627056	0.399104117022116	1.70756724307727	0.290988377450066	0.381736334071917
hsa-mir-6740	0	0	0	0	0.968572909868311	0.717222019628761	0.751336045420659	0	0	1.19731235106635	1.28067543230795	0	0.381736334071917
hsa-mir-6766	0.361660260709573	0	0	0.909379157328546	0	1.07583302944314	0	0.338160467902363	0.413389857627056	2.39462470213269	0	0.290988377450066	0
hsa-mir-6787	0	0.594731842733797	0.276747939146668	0.454689578664273	0.484286454934156	0	0.37566802271033	0.338160467902363	0	1.99552058511058	0.426891810769317	0	0.381736334071917
hsa-mir-6812	0.361660260709573	0	0	0.454689578664273	0.242143227467078	0.358611009814381	0.37566802271033	0	0	3.19283293617692	0.426891810769317	0.290988377450066	0
hsa-mir-6820	0	0.594731842733797	0.553495878293336	0	0.242143227467078	0	0	1.01448140370709	0.413389857627056	0	0.853783621538634	0.872965132350198	0.381736334071917
hsa-mir-6856	0	0	0.276747939146668	0.909379157328546	0	0	0	0	0.413389857627056	1.99552058511058	0.853783621538634	0.290988377450066	1.14520900221575
hsa-mir-6881	0	0	0	0.909379157328546	0	0.717222019628761	0	0.338160467902363	0	1.99552058511058	0.426891810769317	0	1.52694533628767
hsa-mir-7973-1	0	2.37892737093519	0	0.454689578664273	0.242143227467078	0	0.37566802271033	0	0.413389857627056	0.399104117022116	0	0.581976754900132	0
hsa-mir-138-2	1.08498078212872	0.594731842733797	0.553495878293336	0.454689578664273	0	0	0	0	0.826779715254113	0.399104117022116	0.426891810769317	0.290988377450066	0.381736334071917
hsa-mir-518b	0.361660260709573	0.594731842733797	0	0.454689578664273	0.968572909868311	0	0	0.338160467902363	0	0.798208234044231	0	0	1.14520900221575
hsa-mir-1255b-2	0.361660260709573	1.18946368546759	0.553495878293336	0.454689578664273	0.242143227467078	0.358611009814381	0	0	0	0.798208234044231	0.853783621538634	0	0
hsa-mir-2117	0	0.297365921366898	0	0	0	0	0.37566802271033	0.338160467902363	0	2.79372881915481	0.853783621538634	0.290988377450066	0.381736334071917
hsa-mir-3179-1	0.723320521419146	0	0.276747939146668	0.909379157328546	0	0	0.37566802271033	1.69080233951182	0	0	0.426891810769317	0.581976754900132	0
hsa-mir-3179-2	0.723320521419146	0	0.276747939146668	0.909379157328546	0	0	0.37566802271033	1.69080233951182	0	0	0.426891810769317	0.581976754900132	0
hsa-mir-3179-3	0.723320521419146	0	0.276747939146668	0.909379157328546	0	0	0.37566802271033	1.69080233951182	0	0	0.426891810769317	0.581976754900132	0
hsa-mir-4260	0	0	0	2.27344789332136	0	0	0.37566802271033	0.338160467902363	0	0.798208234044231	0.426891810769317	0.290988377450066	1.14520900221575
hsa-mir-4254	0	0	0	0	0	0	0.37566802271033	0	0.413389857627056	1.19731235106635	2.98824267538522	0.581976754900132	0
hsa-mir-4266	0.361660260709573	0.297365921366898	0	0.909379157328546	0	0.358611009814381	0	0	0	1.99552058511058	1.70756724307727	0	0
hsa-mir-3918	0.361660260709573	0.297365921366898	0	0	0.242143227467078	0	0	1.01448140370709	0.413389857627056	1.99552058511058	0.426891810769317	0.290988377450066	0
hsa-mir-4530	0	0	0.276747939146668	0	0.484286454934156	0.358611009814381	0	0	0.413389857627056	2.79372881915481	0.426891810769317	0	0.381736334071917
hsa-mir-4642	0	0	0.276747939146668	0.454689578664273	0.242143227467078	0	0	0.338160467902363	0	3.59193705319904	0	0	0.381736334071917
hsa-mir-4678	0	0	0	0	0.484286454934156	0.358611009814381	0	0	0	1.99552058511058	1.70756724307727	0	0.763472668143834
hsa-mir-4723	0.361660260709573	0	0.830243817440005	0	0.484286454934156	0	0	0	0	1.99552058511058	0	0	1.14520900221575
hsa-mir-4732	0	0.297365921366898	0.276747939146668	0	0.968572909868311	0.717222019628761	0.37566802271033	0.338160467902363	0.413389857627056	0.399104117022116	0	0	0.763472668143834
hsa-mir-5002	0	0	0	0.454689578664273	0.726429682401233	0.717222019628761	0.37566802271033	0	0.413389857627056	0.798208234044231	0.853783621538634	0.290988377450066	0.381736334071917
hsa-mir-5090	0	0.297365921366898	0.830243817440005	0.454689578664273	0.484286454934156	0.358611009814381	0	0.338160467902363	0	1.19731235106635	0.426891810769317	0	0.381736334071917
hsa-mir-5188	0.723320521419146	0.892097764100695	0	0.454689578664273	0	0.358611009814381	0.37566802271033	0	0.826779715254113	0.399104117022116	0.426891810769317	0	0.763472668143834
hsa-mir-5191	0	0	0.276747939146668	0	1.21071613733539	0.358611009814381	0	0	0	1.59641646808846	0.426891810769317	0.290988377450066	0.381736334071917
hsa-mir-6757	0.361660260709573	0	0.553495878293336	1.36406873599282	0.242143227467078	0.358611009814381	0.37566802271033	0	0.413389857627056	0.798208234044231	0.426891810769317	0.290988377450066	0
hsa-mir-6774	0.361660260709573	0	1.38373969573334	0	0.968572909868311	0.358611009814381	0	0	0.413389857627056	0.798208234044231	0	0	0
hsa-mir-6796	0	0	0	0.454689578664273	0.968572909868311	0	0	0.338160467902363	0	2.39462470213269	0.426891810769317	0	0.381736334071917
hsa-mir-7853	0.723320521419146	0.297365921366898	0	0.909379157328546	0.484286454934156	0	0.37566802271033	0.338160467902363	0	1.59641646808846	0	0.290988377450066	0
hsa-mir-7973-2	0	2.08156144956829	0	0.454689578664273	0.242143227467078	0	0.37566802271033	0	0.413389857627056	0.399104117022116	0	0.581976754900132	0
hsa-mir-8077	0	0	0.276747939146668	0.454689578664273	0.484286454934156	0.358611009814381	0.37566802271033	0	0.413389857627056	1.99552058511058	0.426891810769317	0	0.381736334071917
hsa-mir-3179-4	0.723320521419146	0	0.276747939146668	0.909379157328546	0	0	0.37566802271033	1.69080233951182	0	0	0.426891810769317	0.581976754900132	0
hsa-mir-526a-2	0	0	0	1.81875831465709	0	0	0	0	0	0.798208234044231	2.13445905384659	0	0.763472668143834
hsa-mir-555	0	0	0	0	0.484286454934156	0	0.37566802271033	0	0	0.798208234044231	2.13445905384659	0.290988377450066	0.763472668143834
hsa-mir-617	0	0	0.276747939146668	0.454689578664273	1.21071613733539	0	0	0	0	1.59641646808846	0.426891810769317	0	0.381736334071917
hsa-mir-1182	0.361660260709573	0	0	0.454689578664273	0.484286454934156	0	0	0.676320935804726	0.413389857627056	1.19731235106635	1.28067543230795	0	0
hsa-mir-1227	0	0.594731842733797	0.276747939146668	0	0.242143227467078	0	0	0	0	2.79372881915481	0.426891810769317	0	0.381736334071917
hsa-mir-548f-5	0	0.297365921366898	1.10699175658667	0.454689578664273	0	0.358611009814381	0	0	0.826779715254113	1.59641646808846	0	0	0
hsa-mir-1278	0.361660260709573	0.594731842733797	0	0.454689578664273	0	0	0	1.01448140370709	0.826779715254113	0	1.28067543230795	0.290988377450066	0
hsa-mir-1912	0	2.97365921366898	0	0	0	0	0	0	0.413389857627056	0	0.853783621538634	0	0
hsa-mir-1914	0.361660260709573	0	0.276747939146668	0.454689578664273	0.242143227467078	0.358611009814381	0	0.676320935804726	0.413389857627056	1.99552058511058	0	0	0
hsa-mir-3131	0.361660260709573	0	0	0	0.726429682401233	0.717222019628761	0.37566802271033	0.338160467902363	0.826779715254113	0.399104117022116	0.426891810769317	0	0.381736334071917
hsa-mir-3679	0.723320521419146	0.892097764100695	0.553495878293336	0	0.484286454934156	0.717222019628761	0	0.338160467902363	0	0.399104117022116	0	0	0
hsa-mir-3688-1	0	0.594731842733797	0.830243817440005	0.454689578664273	0.968572909868311	0	0	0	0	0.798208234044231	0	0.290988377450066	0
hsa-mir-3689b	0.361660260709573	0	0	0.909379157328546	0.484286454934156	0.358611009814381	0	0	0.413389857627056	1.59641646808846	0.426891810769317	0	0.381736334071917
hsa-mir-3919	0	0.297365921366898	1.10699175658667	0	0	1.7930550490719	1.12700406813099	0	0	0	0	0	0
hsa-mir-3925	0.361660260709573	0.297365921366898	0	0.454689578664273	0.484286454934156	0	0	0.676320935804726	0.413389857627056	0.399104117022116	0.853783621538634	0.290988377450066	0.381736334071917
hsa-mir-3939	0	0	0	1.36406873599282	0.726429682401233	0	0	0	0	1.59641646808846	0.853783621538634	0.290988377450066	0
hsa-mir-4425	0	0.297365921366898	0.276747939146668	0.454689578664273	0	0	0	0.676320935804726	0.413389857627056	1.99552058511058	0	0	0.763472668143834
hsa-mir-3973	0.361660260709573	0	0	0	0.726429682401233	0.358611009814381	0	0	0.826779715254113	0.798208234044231	0.426891810769317	0	1.14520900221575
hsa-mir-4669	0	0	0.276747939146668	0.909379157328546	1.21071613733539	0.717222019628761	0	0	0	0.798208234044231	0.426891810769317	0	0
hsa-mir-4682	0	0	0	0	0.726429682401233	0.358611009814381	0	0.338160467902363	0.413389857627056	1.59641646808846	0.853783621538634	0	0.381736334071917
hsa-mir-4768	0.361660260709573	0.297365921366898	0	0	0	0	0.37566802271033	0	0.413389857627056	1.59641646808846	1.28067543230795	0	0.763472668143834
hsa-mir-4776-1	0.361660260709573	0.892097764100695	0	0.909379157328546	0	0.358611009814381	0.37566802271033	0	0	1.19731235106635	0	0.581976754900132	0
hsa-mir-4776-2	0.361660260709573	0.892097764100695	0	0.909379157328546	0	0.358611009814381	0.37566802271033	0	0	1.19731235106635	0	0.581976754900132	0
hsa-mir-4778	0	0	0	0.454689578664273	0.242143227467078	0.717222019628761	0.37566802271033	0	0	1.59641646808846	1.28067543230795	0	0.381736334071917
hsa-mir-5195	0	0.297365921366898	0	0	0.484286454934156	0.717222019628761	0	0.676320935804726	0.413389857627056	1.19731235106635	0.426891810769317	0	0.381736334071917
hsa-mir-6076	0	0	0	0	0.242143227467078	0.358611009814381	0	0	0	2.39462470213269	0.853783621538634	0.581976754900132	0.381736334071917
hsa-mir-6801	0	0.297365921366898	0.830243817440005	0	0.242143227467078	0	0	0.338160467902363	0.413389857627056	1.59641646808846	0.426891810769317	0.290988377450066	0
hsa-mir-6836	0.723320521419146	0	0	0.909379157328546	0.242143227467078	0.717222019628761	0	0	0.413389857627056	1.59641646808846	0	0.290988377450066	0
hsa-mir-6837	0.723320521419146	0	0.553495878293336	0.454689578664273	0.242143227467078	1.07583302944314	0.37566802271033	0	0	0.798208234044231	0	0.290988377450066	0
hsa-mir-6862-1	0.361660260709573	0	0.553495878293336	0.454689578664273	0.484286454934156	0.358611009814381	0	0	0	0.798208234044231	0	1.16395350980026	0
hsa-mir-7109	0.723320521419146	0.594731842733797	0	0.909379157328546	0.242143227467078	0.358611009814381	0.751336045420659	0	0	0.399104117022116	0.426891810769317	0.290988377450066	0
hsa-mir-6862-2	0.361660260709573	0	0.553495878293336	0.454689578664273	0.484286454934156	0.358611009814381	0	0	0	0.798208234044231	0	1.16395350980026	0
hsa-mir-517c	0	0.297365921366898	0	1.81875831465709	0.484286454934156	0	0.37566802271033	0	0	0.399104117022116	0	0	1.14520900221575
hsa-mir-516a-1	0	0.594731842733797	0	0.909379157328546	0.726429682401233	0.358611009814381	0	0.338160467902363	0	0.399104117022116	0	0	0.763472668143834
hsa-mir-516a-2	0	0.594731842733797	0	0.909379157328546	0.726429682401233	0.358611009814381	0	0.338160467902363	0	0.399104117022116	0	0	0.763472668143834
hsa-mir-519a-2	0.361660260709573	0	0.276747939146668	1.81875831465709	0.242143227467078	0	0.751336045420659	0	0	0.798208234044231	0.426891810769317	0	0
hsa-mir-552	0	0	0	0	0.726429682401233	0	0	0	0.826779715254113	2.39462470213269	0	0	0.381736334071917
hsa-mir-614	0	0	0.276747939146668	0	0.242143227467078	0.358611009814381	0.37566802271033	0	0	1.99552058511058	0.426891810769317	0	0.763472668143834
hsa-mir-1205	0.361660260709573	0	0.276747939146668	0.454689578664273	0.242143227467078	0	0	0	0	0.798208234044231	0.853783621538634	0	1.52694533628767
hsa-mir-2681	0	0	1.38373969573334	0	0	0	0	0	0.826779715254113	0.798208234044231	0	0.581976754900132	0.381736334071917
hsa-mir-711	0	0	0	0	0	0.358611009814381	0	0	0	1.99552058511058	1.70756724307727	0	0.763472668143834
hsa-mir-3128	1.08498078212872	0.297365921366898	0.553495878293336	0	0	0	0	0	0.826779715254113	0.798208234044231	0	0	0.763472668143834
hsa-mir-4302	0	0.297365921366898	0	0	0	0	0	0	0	2.79372881915481	1.70756724307727	0	0
hsa-mir-4310	0.361660260709573	0.297365921366898	0.276747939146668	0	0.726429682401233	0.717222019628761	0.37566802271033	0.338160467902363	0	0.798208234044231	0	0	0
hsa-mir-4327	0	0	0.276747939146668	0.454689578664273	0.242143227467078	0	0	0	0	2.79372881915481	0.426891810769317	0.290988377450066	0
hsa-mir-4261	0.361660260709573	0.297365921366898	0	0.454689578664273	0.484286454934156	0	0	0.676320935804726	0	0.798208234044231	1.28067543230795	0	0
hsa-mir-4283-1	0.723320521419146	0	0.276747939146668	0	0.726429682401233	0	0	0.338160467902363	0.826779715254113	0.399104117022116	0.426891810769317	0.290988377450066	0
hsa-mir-4283-2	0.723320521419146	0	0.276747939146668	0	0.726429682401233	0	0	0.338160467902363	0.826779715254113	0.399104117022116	0.426891810769317	0.290988377450066	0
hsa-mir-3680-1	0	0	0	0.909379157328546	0	0	1.50267209084132	0	0.413389857627056	1.19731235106635	0	0	0.763472668143834
hsa-mir-3921	0.361660260709573	0	0	0.454689578664273	2.1792890472037	0	0.37566802271033	0	0	0	0	0	0
hsa-mir-4463	0.361660260709573	0	0.276747939146668	0	0.484286454934156	0	0	0	0	0.798208234044231	2.13445905384659	0	0.381736334071917
hsa-mir-4474	0.361660260709573	0	0.276747939146668	0.454689578664273	0.726429682401233	0.358611009814381	0.37566802271033	0	0	0	0	0.872965132350198	0.381736334071917
hsa-mir-4477a	0.361660260709573	1.18946368546759	0.276747939146668	0.909379157328546	0.484286454934156	0	0.751336045420659	0	0	0	0	0	0
hsa-mir-4477b	0.361660260709573	1.18946368546759	0.276747939146668	0.909379157328546	0.484286454934156	0	0.751336045420659	0	0	0	0	0	0
hsa-mir-548ak	0.361660260709573	0	0	0.454689578664273	0.242143227467078	1.07583302944314	0	0	0	0.399104117022116	0	0.872965132350198	0.763472668143834
hsa-mir-4493	0	0.297365921366898	0.276747939146668	0	0.726429682401233	0	0.37566802271033	0	0	0.798208234044231	1.28067543230795	0	0.381736334071917
hsa-mir-4527	0.361660260709573	0	0	0.454689578664273	0.726429682401233	0	0	0	0	1.99552058511058	0.426891810769317	0	0.381736334071917
hsa-mir-4533	0	0.297365921366898	0	0.454689578664273	0.484286454934156	0	0.37566802271033	0.338160467902363	0	1.59641646808846	0.426891810769317	0	0.381736334071917
hsa-mir-548an	0.361660260709573	0.297365921366898	0.276747939146668	0.454689578664273	0.484286454934156	0.358611009814381	0.37566802271033	0	0	0.399104117022116	0	0.581976754900132	0.381736334071917
hsa-mir-4691	0.361660260709573	0	0.553495878293336	0	0	0	0	0	0	1.99552058511058	0.853783621538634	0	0.763472668143834
hsa-mir-4697	0	0	0.553495878293336	0	0	0.358611009814381	0.37566802271033	0	0	0.798208234044231	0.426891810769317	1.16395350980026	0.381736334071917
hsa-mir-4722	0.361660260709573	0	0	0.454689578664273	0.242143227467078	1.07583302944314	0.37566802271033	0	0	1.19731235106635	0.426891810769317	0	0.381736334071917
hsa-mir-4733	0	0.594731842733797	0.276747939146668	0.454689578664273	0.726429682401233	0.358611009814381	1.12700406813099	0	0	0	0	0.290988377450066	0
hsa-mir-4789	1.80830130354787	0	0.276747939146668	0	0.484286454934156	0	0.37566802271033	0	0	0	1.28067543230795	0	0
hsa-mir-3688-2	0	0.594731842733797	0.830243817440005	0.454689578664273	0.968572909868311	0	0	0	0	0.399104117022116	0	0.290988377450066	0
hsa-mir-3680-2	0	0	0	0.909379157328546	0	0	1.50267209084132	0	0.413389857627056	1.19731235106635	0	0	0.763472668143834
hsa-mir-6069	0	0	0.553495878293336	0.909379157328546	0	0.358611009814381	0	0	0	1.59641646808846	1.28067543230795	0	0
hsa-mir-6081	0	0.297365921366898	0	0	0.242143227467078	0.358611009814381	0.751336045420659	0	0	0.399104117022116	2.13445905384659	0	0.381736334071917
hsa-mir-6088	1.08498078212872	0.297365921366898	0.553495878293336	0	0	0.358611009814381	0.37566802271033	0.676320935804726	0	0	0.853783621538634	0	0
hsa-mir-6512	0	0	0	0	0	0	0	0.338160467902363	0.413389857627056	1.59641646808846	0.853783621538634	0.290988377450066	1.14520900221575
